id,sentiment,positive,negative,neutral
1102,Negative,0,1,0
1103,Neutral,0,0,1
1104,Negative,0,1,1
1105,Mixed,1,2,0
1106,Neutral,0,0,3
1107,Neutral,0,0,1
1108,Neutral,0,0,3
1109,Negative,0,1,1
1110,Neutral,0,0,6
1111,Neutral,0,0,3
1112,Neutral,0,0,1
1113,Neutral,0,0,1
1114,Negative,0,1,0
1115,Negative,0,1,0
1116,Negative,0,2,1
1117,Neutral,0,0,1
1118,Neutral,0,0,1
1119,Neutral,0,0,1
1120,Negative,0,1,0
1121,Neutral,0,0,1
1122,Neutral,0,0,1
1123,Neutral,0,0,1
1124,Neutral,0,0,2
1125,Negative,0,1,1
1126,Neutral,0,0,1
1127,Neutral,0,0,1
1128,Neutral,0,0,2
1129,Neutral,0,0,1
1130,Neutral,0,0,1
1131,Neutral,0,0,1
1132,Neutral,0,0,3
1133,Neutral,0,0,1
1134,Neutral,0,0,1
1135,Neutral,0,0,1
1136,Neutral,0,0,1
1137,Neutral,0,0,1
1138,Neutral,0,0,2
1139,Neutral,0,0,1
1140,Neutral,0,0,1
1141,Neutral,0,0,1
1142,Neutral,0,0,1
1143,Neutral,0,0,1
1144,Neutral,0,0,1
1145,Neutral,0,0,1
1146,Neutral,0,0,1
1147,Neutral,0,0,1
1148,Neutral,0,0,1
1149,Neutral,0,0,1
1150,Neutral,0,0,1
1151,Neutral,0,0,1
1152,Neutral,0,0,1
1153,Neutral,0,0,1
1154,Negative,0,1,0
1155,Neutral,0,0,1
1156,Neutral,0,0,1
1157,Neutral,0,0,1
1158,Neutral,0,0,1
1159,Positive,1,0,1
1160,Negative,0,1,1
1161,Neutral,0,0,2
1162,Neutral,0,0,1
1163,Negative,0,1,1
1164,Neutral,0,0,4
1165,Neutral,0,0,1
1166,Negative,0,1,0
1167,Negative,0,1,0
1168,Mixed,3,2,0
1169,Negative,0,1,0
1170,Neutral,0,0,1
1171,Neutral,0,0,1
1172,Positive,1,0,0
1173,Positive,1,0,0
1174,Positive,1,0,6
1175,Positive,1,0,0
1176,Neutral,0,0,1
1177,Neutral,0,0,1
1178,Neutral,0,0,1
1179,Neutral,0,0,1
1180,Neutral,0,0,1
1181,Neutral,0,0,1
1182,Neutral,0,0,1
1183,Positive,1,0,1
1184,Neutral,0,0,1
1185,Neutral,0,0,2
1186,Positive,1,0,1
1187,Negative,0,3,0
1188,Mixed,1,1,0
1189,Negative,0,1,2
1190,Neutral,0,0,1
1191,Neutral,0,0,1
1192,Neutral,0,0,1
1193,Positive,1,0,0
1194,Positive,2,0,0
1195,Mixed,1,1,3
1196,Neutral,0,0,1
1197,Positive,1,0,4
1198,Neutral,0,0,4
1199,Positive,2,0,0
1200,Negative,0,1,1
1201,Neutral,0,0,3
1202,Neutral,0,0,4
1203,Positive,2,0,2
1204,Positive,1,0,0
1205,Positive,1,0,1
1206,Neutral,0,0,1
1207,Neutral,0,0,1
1208,Positive,1,0,0
1209,Neutral,0,0,1
1210,Neutral,0,0,1
1211,Neutral,0,0,2
1212,Neutral,0,0,1
1213,Mixed,1,2,0
1214,Neutral,0,0,1
1215,Neutral,0,0,1
1216,Neutral,0,0,1
1217,Neutral,0,0,1
1218,Neutral,0,0,1
1219,Neutral,0,0,2
1220,Neutral,0,0,1
1221,Neutral,0,0,1
1222,Neutral,0,0,1
1223,Neutral,0,0,1
1224,Neutral,0,0,1
1225,Neutral,0,0,1
1226,Neutral,0,0,1
1227,Neutral,0,0,1
1228,Neutral,0,0,1
1229,Neutral,0,0,1
1230,Neutral,0,0,1
1231,Neutral,0,0,3
1232,Neutral,0,0,1
1233,Neutral,0,0,1
1234,Neutral,0,0,1
1235,Negative,0,1,5
1236,Mixed,1,1,4
1237,Mixed,1,1,1
1238,Neutral,0,0,1
1239,Neutral,0,0,1
1240,Neutral,0,0,1
1241,Positive,1,0,1
1242,Neutral,0,0,2
1243,Neutral,0,0,1
1244,Neutral,0,0,1
1245,Neutral,0,0,1
1246,Positive,1,0,1
1247,Positive,1,0,1
1248,Neutral,0,0,1
1249,Neutral,0,0,1
1250,Neutral,0,0,1
1251,Positive,1,0,1
1252,Neutral,0,0,1
1253,Neutral,0,0,3
1254,Negative,0,1,1
1255,Negative,0,1,2
1256,Positive,1,0,2
1257,Negative,0,1,0
1258,Negative,0,4,2
1259,Neutral,0,0,1
1260,Negative,0,1,0
1261,Negative,0,1,1
1262,Negative,0,1,1
1263,Positive,1,0,0
1264,Neutral,0,0,2
1265,Neutral,0,0,2
1266,Negative,0,2,0
1267,Neutral,0,0,1
1268,Neutral,0,0,2
1269,Neutral,0,0,1
1270,Positive,3,0,0
1271,Negative,0,1,1
1272,Positive,1,0,0
1273,Neutral,0,0,1
1274,Neutral,0,0,2
1275,Negative,0,1,2
1276,Negative,0,2,0
1277,Positive,1,0,0
1278,Positive,4,0,1
1279,Negative,0,2,0
1280,Mixed,1,1,1
1281,Neutral,0,0,2
1282,Negative,0,1,0
1283,Positive,1,0,2
1284,Negative,0,1,2
1285,Negative,0,1,0
1286,Positive,1,0,1
1287,Positive,1,0,0
1288,Neutral,0,0,4
1289,Positive,1,0,1
1290,Neutral,0,0,3
1291,Negative,0,1,2
1292,Negative,0,2,0
1293,Neutral,0,0,1
1294,Positive,1,0,1
1295,Mixed,1,2,0
1296,Negative,0,1,0
1297,Negative,0,1,0
1298,Positive,1,0,1
1299,Positive,2,0,0
1300,Positive,1,0,1
1301,Negative,0,2,2
1302,Neutral,0,0,1
1303,Positive,1,0,0
1304,Neutral,0,0,4
1305,Neutral,0,0,1
1306,Neutral,0,0,2
1307,Positive,1,0,2
1308,Positive,1,0,2
1309,Neutral,0,0,3
1310,Positive,2,0,0
1311,Positive,1,0,1
1312,Positive,1,0,0
1313,Positive,1,0,3
1314,Positive,1,0,0
1315,Neutral,0,0,1
1316,Neutral,0,0,1
1317,Mixed,4,1,1
1318,Negative,0,1,2
1319,Negative,0,2,0
1320,Neutral,0,0,1
1321,Negative,0,2,0
1322,Negative,0,1,0
1323,Neutral,0,0,1
1324,Negative,0,2,1
1325,Neutral,0,0,1
1326,Positive,2,0,1
1327,Neutral,0,0,1
1328,Neutral,0,0,1
1329,Neutral,0,0,1
1330,Neutral,0,0,1
1331,Neutral,0,0,1
1332,Neutral,0,0,1
1333,Neutral,0,0,1
1334,Positive,1,0,0
1335,Negative,0,1,1
1336,Neutral,0,0,1
1337,Neutral,0,0,1
1338,Neutral,0,0,1
1339,Negative,0,2,1
1340,Neutral,0,0,1
1341,Neutral,0,0,1
1342,Positive,1,0,1
1343,Neutral,0,0,1
1344,Neutral,0,0,1
1345,Positive,1,0,3
1346,Negative,0,1,0
1347,Negative,0,1,0
1348,Negative,0,1,0
1349,Positive,1,0,2
1350,Neutral,0,0,2
1351,Negative,0,1,0
1352,Neutral,0,0,1
1353,Neutral,0,0,1
1354,Neutral,0,0,1
1355,Neutral,0,0,1
1356,Neutral,0,0,1
1357,Neutral,0,0,1
1358,Neutral,0,0,1
1359,Neutral,0,0,1
1360,Neutral,0,0,1
1361,Negative,0,1,1
1362,Positive,2,0,1
1363,Negative,0,1,0
1364,Positive,1,0,0
1365,Negative,0,2,0
1366,Positive,1,0,3
1367,Neutral,0,0,1
1368,Neutral,0,0,1
1369,Mixed,1,1,1
1370,Neutral,0,0,1
1371,Neutral,0,0,1
1372,Neutral,0,0,1
1373,Neutral,0,0,1
1374,Neutral,0,0,1
1375,Neutral,0,0,5
1376,Negative,0,1,0
1377,Neutral,0,0,1
1378,Neutral,0,0,1
1379,Positive,1,0,4
1380,Neutral,0,0,1
1381,Positive,1,0,2
1382,Neutral,0,0,1
1383,Neutral,0,0,1
1384,Neutral,0,0,1
1385,Neutral,0,0,1
1386,Negative,0,1,2
1387,Neutral,0,0,1
1388,Negative,0,1,0
1389,Neutral,0,0,3
1390,Negative,0,2,0
1391,Neutral,0,0,2
1392,Neutral,0,0,3
1393,Positive,1,0,5
1394,Negative,0,1,2
1395,Neutral,0,0,1
1396,Positive,1,0,1
1397,Negative,0,1,1
1398,Mixed,1,2,0
1399,Neutral,0,0,1
1400,Mixed,2,1,1
1401,Positive,2,0,1
1402,Positive,1,0,1
1403,Positive,2,0,0
1404,Positive,1,0,1
1405,Neutral,0,0,2
1406,Negative,0,1,1
1407,Positive,2,0,3
1408,Positive,1,0,2
1409,Neutral,0,0,2
1410,Positive,2,0,1
1411,Negative,0,1,1
1412,Negative,0,2,3
1413,Negative,0,2,0
1414,Neutral,0,0,3
1415,Negative,0,2,0
1416,Positive,1,0,1
1417,Neutral,0,0,1
1418,Negative,0,1,1
1419,Negative,0,1,0
1420,Neutral,0,0,4
1421,Negative,0,2,1
1422,Negative,0,1,1
1423,Neutral,0,0,1
1424,Positive,2,0,1
1425,Neutral,0,0,1
1426,Positive,1,0,0
1427,Positive,1,0,3
1428,Positive,1,0,0
1429,Neutral,0,0,1
1430,Neutral,0,0,1
1431,Neutral,0,0,3
1432,Neutral,0,0,1
1433,Positive,1,0,1
1434,Neutral,0,0,1
1435,Neutral,0,0,1
1436,Negative,0,1,0
1437,Neutral,0,0,1
1438,Neutral,0,0,1
1439,Negative,0,1,0
1440,Neutral,0,0,1
1441,Negative,0,1,1
1442,Neutral,0,0,1
1443,Negative,0,1,0
1444,Neutral,0,0,1
1445,Neutral,0,0,1
1446,Neutral,0,0,1
1447,Neutral,0,0,1
1448,Neutral,0,0,1
1449,Neutral,0,0,1
1450,Neutral,0,0,1
1451,Neutral,0,0,1
1452,Neutral,0,0,1
1453,Negative,0,1,0
1454,Neutral,0,0,1
1455,Neutral,0,0,1
1456,Positive,1,0,2
1457,Neutral,0,0,1
1458,Positive,1,0,1
1459,Neutral,0,0,1
1460,Neutral,0,0,1
1461,Neutral,0,0,1
1462,Neutral,0,0,1
1463,Negative,0,1,0
1464,Neutral,0,0,1
1465,Neutral,0,0,1
1466,Neutral,0,0,1
1467,Neutral,0,0,1
1468,Neutral,0,0,1
1469,Neutral,0,0,1
1470,Neutral,0,0,1
1471,Negative,0,1,0
1472,Neutral,0,0,1
1473,Neutral,0,0,1
1474,Neutral,0,0,1
1475,Neutral,0,0,1
1476,Neutral,0,0,1
1477,Neutral,0,0,1
1478,Neutral,0,0,1
1479,Negative,0,1,1
1480,Neutral,0,0,1
1481,Neutral,0,0,1
1482,Neutral,0,0,1
1483,Neutral,0,0,1
1484,Mixed,2,1,1
1485,Neutral,0,0,1
1486,Negative,0,1,0
1487,Positive,1,0,0
1488,Neutral,0,0,1
1489,Positive,1,0,1
1490,Neutral,0,0,1
1491,Neutral,0,0,1
1492,Neutral,0,0,1
1493,Neutral,0,0,1
1494,Negative,0,1,0
1495,Neutral,0,0,1
1496,Neutral,0,0,3
1497,Neutral,0,0,1
1498,Neutral,0,0,1
1499,Positive,1,0,2
1500,Positive,2,0,0
1501,Negative,0,2,1
1502,Negative,0,1,4
1503,Mixed,1,1,1
1504,Positive,1,0,0
1505,Positive,1,0,1
1506,Positive,1,0,1
1507,Positive,1,0,0
1508,Negative,0,1,1
1509,Mixed,1,1,1
1510,Negative,0,1,0
1511,Negative,0,2,0
1512,Neutral,0,0,1
1513,Negative,0,1,4
1514,Negative,0,1,0
1515,Negative,0,3,0
1516,Neutral,0,0,3
1517,Neutral,0,0,2
1518,Negative,0,1,0
1519,Mixed,1,2,4
1520,Negative,0,1,2
1521,Positive,1,0,2
1522,Negative,0,1,2
1523,Negative,0,1,1
1524,Mixed,1,1,0
1525,Negative,0,1,1
1526,Negative,0,2,1
1527,Negative,0,1,2
1528,Neutral,0,0,1
1529,Mixed,1,1,1
1530,Positive,2,0,0
1531,Positive,1,0,0
1532,Mixed,1,1,2
1533,Positive,4,0,1
1534,Neutral,0,0,1
1535,Negative,0,1,0
1536,Neutral,0,0,1
1537,Mixed,1,3,0
1538,Neutral,0,0,1
1539,Negative,0,1,0
1540,Positive,1,0,0
1541,Positive,1,0,1
1542,Positive,1,0,0
1543,Neutral,0,0,2
1544,Neutral,0,0,2
1545,Positive,2,0,1
1546,Neutral,0,0,2
1547,Neutral,0,0,3
1548,Positive,1,0,0
1549,Neutral,0,0,2
1550,Negative,0,2,1
1551,Positive,1,0,0
1552,Neutral,0,0,1
1553,Neutral,0,0,1
1554,Neutral,0,0,1
1555,Neutral,0,0,1
1556,Negative,0,1,0
1557,Neutral,0,0,1
1558,Neutral,0,0,2
1559,Positive,1,0,2
1560,Neutral,0,0,1
1561,Negative,0,1,1
1562,Negative,0,1,0
1563,Neutral,0,0,2
1564,Positive,1,0,3
1565,Neutral,0,0,1
1566,Neutral,0,0,1
1567,Neutral,0,0,1
1568,Neutral,0,0,1
1569,Neutral,0,0,1
1570,Neutral,0,0,1
1571,Neutral,0,0,1
1572,Neutral,0,0,1
1573,Neutral,0,0,1
1574,Neutral,0,0,1
1575,Neutral,0,0,1
1576,Neutral,0,0,1
1577,Neutral,0,0,1
1578,Neutral,0,0,2
1579,Neutral,0,0,1
1580,Neutral,0,0,2
1581,Neutral,0,0,1
1582,Neutral,0,0,1
1583,Neutral,0,0,1
1584,Neutral,0,0,1
1585,Positive,1,0,0
1586,Neutral,0,0,3
1587,Neutral,0,0,2
1588,Neutral,0,0,1
1589,Positive,1,0,0
1590,Positive,1,0,1
1591,Positive,1,0,1
1592,Neutral,0,0,1
1593,Neutral,0,0,2
1594,Neutral,0,0,1
1595,Neutral,0,0,1
1596,Neutral,0,0,2
1597,Neutral,0,0,2
1598,Neutral,0,0,1
1599,Mixed,1,1,1
1600,Neutral,0,0,1
1601,Neutral,0,0,1
1602,Negative,0,1,0
1603,Neutral,0,0,1
1604,Neutral,0,0,1
1605,Neutral,0,0,1
1606,Negative,0,1,0
1607,Neutral,0,0,1
1608,Negative,0,1,1
1609,Neutral,0,0,1
1610,Neutral,0,0,1
1611,Positive,1,0,0
1612,Positive,1,0,0
1613,Positive,1,0,0
1614,Positive,1,0,0
1615,Positive,1,0,0
1616,Negative,0,1,0
1617,Neutral,0,0,1
1618,Neutral,0,0,1
1619,Negative,0,1,0
1620,Neutral,0,0,1
1621,Neutral,0,0,1
1622,Neutral,0,0,1
1623,Neutral,0,0,1
1624,Neutral,0,0,1
1625,Negative,0,1,1
1626,Neutral,0,0,2
1627,Positive,1,0,0
1628,Negative,0,1,1
1629,Negative,0,1,2
1630,Positive,1,0,0
1631,Neutral,0,0,3
1632,Mixed,1,2,0
1633,Negative,0,2,1
1634,Neutral,0,0,1
1635,Neutral,0,0,1
1636,Positive,2,0,2
1637,Neutral,0,0,1
1638,Neutral,0,0,1
1639,Neutral,0,0,1
1640,Neutral,0,0,1
1641,Neutral,0,0,1
1642,Negative,0,2,0
1643,Negative,0,2,1
1644,Neutral,0,0,1
1645,Neutral,0,0,1
1646,Neutral,0,0,1
1647,Neutral,0,0,1
1648,Neutral,0,0,1
1649,Negative,0,1,2
1650,Positive,2,0,0
1651,Positive,2,0,1
1652,Neutral,0,0,4
1653,Neutral,0,0,1
1654,Mixed,1,1,2
1655,Neutral,0,0,4
1656,Negative,0,1,0
1657,Negative,0,1,1
1658,Negative,0,1,1
1659,Neutral,0,0,1
1660,Neutral,0,0,1
1661,Negative,0,1,0
1662,Positive,1,0,1
1663,Positive,1,0,6
1664,Positive,2,0,2
1665,Neutral,0,0,1
1666,Positive,1,0,3
1667,Positive,1,0,1
1668,Neutral,0,0,1
1669,Neutral,0,0,3
1670,Neutral,0,0,1
1671,Positive,1,0,0
1672,Neutral,0,0,3
1673,Negative,0,2,4
1674,Positive,1,0,1
1675,Negative,0,1,0
1676,Negative,0,1,0
1677,Negative,0,2,0
1678,Negative,0,2,0
1679,Neutral,0,0,1
1680,Mixed,1,1,4
1681,Negative,0,1,0
1682,Positive,4,0,0
1683,Positive,2,0,0
1684,Positive,1,0,3
1685,Negative,0,1,0
1686,Neutral,0,0,2
1687,Negative,0,2,1
1688,Negative,0,1,2
1689,Negative,0,1,1
1690,Positive,1,0,0
1691,Positive,1,0,1
1692,Positive,1,0,0
1693,Positive,1,0,1
1694,Mixed,3,1,0
1695,Negative,0,1,3
1696,Positive,1,0,0
1697,Positive,1,0,2
1698,Positive,1,0,0
1699,Positive,2,0,0
1700,Neutral,0,0,3
1701,Negative,0,2,1
1702,Neutral,0,0,3
1703,Positive,1,0,2
1704,Positive,1,0,0
1705,Positive,2,0,1
1706,Neutral,0,0,1
1707,Neutral,0,0,3
1708,Neutral,0,0,3
1709,Positive,1,0,0
1710,Negative,0,3,0
1711,Negative,0,2,1
1712,Positive,1,0,1
1713,Positive,1,0,0
1714,Positive,2,0,0
1715,Negative,0,1,0
1716,Negative,0,1,0
1717,Neutral,0,0,1
1718,Negative,0,1,1
1719,Positive,1,0,1
1720,Negative,0,1,1
1721,Positive,1,0,1
1722,Neutral,0,0,3
1723,Negative,0,1,0
1724,Positive,1,0,2
1725,Negative,0,1,0
1726,Neutral,0,0,1
1727,Neutral,0,0,3
1728,Neutral,0,0,1
1729,Neutral,0,0,1
1730,Neutral,0,0,1
1731,Neutral,0,0,1
1732,Neutral,0,0,2
1733,Positive,1,0,1
1734,Positive,1,0,1
1735,Positive,1,0,0
1736,Neutral,0,0,1
1737,Neutral,0,0,1
1738,Neutral,0,0,1
1739,Neutral,0,0,1
1740,Neutral,0,0,1
1741,Neutral,0,0,1
1742,Negative,0,1,1
1743,Neutral,0,0,1
1744,Neutral,0,0,1
1745,Positive,1,0,1
1746,Neutral,0,0,4
1747,Neutral,0,0,5
1748,Positive,1,0,0
1749,Negative,0,1,0
1750,Negative,0,1,0
1751,Neutral,0,0,1
1752,Neutral,0,0,1
1753,Mixed,1,1,3
1754,Positive,1,0,0
1755,Negative,0,1,0
1756,Negative,0,1,1
1757,Neutral,0,0,1
1758,Neutral,0,0,1
1759,Positive,1,0,0
1760,Neutral,0,0,2
1761,Negative,0,1,0
1762,Negative,0,1,1
1763,Neutral,0,0,1
1764,Neutral,0,0,1
1765,Neutral,0,0,1
1766,Neutral,0,0,1
1767,Neutral,0,0,1
1768,Neutral,0,0,1
1769,Neutral,0,0,2
1770,Positive,1,0,4
1771,Neutral,0,0,1
1772,Negative,0,1,0
1773,Negative,0,1,0
1774,Neutral,0,0,2
1775,Neutral,0,0,1
1776,Negative,0,1,1
1777,Neutral,0,0,1
1778,Neutral,0,0,1
1779,Positive,1,0,1
1780,Mixed,1,1,1
1781,Negative,0,1,2
1782,Neutral,0,0,2
1783,Positive,1,0,0
1784,Mixed,1,1,0
1785,Negative,0,1,2
1786,Neutral,0,0,1
1787,Negative,0,1,1
1788,Neutral,0,0,3
1789,Neutral,0,0,1
1790,Neutral,0,0,2
1791,Neutral,0,0,1
1792,Neutral,0,0,1
1793,Negative,0,1,0
1794,Positive,1,0,1
1795,Positive,1,0,1
1796,Neutral,0,0,1
1797,Positive,1,0,1
1798,Negative,0,1,2
1799,Neutral,0,0,1
1800,Negative,0,1,1
1801,Negative,0,1,1
1802,Positive,1,0,2
1803,Negative,0,2,2
1804,Negative,0,1,1
1805,Negative,0,1,1
1806,Negative,0,1,3
1807,Positive,2,0,0
1808,Negative,0,1,1
1809,Positive,3,0,1
1810,Neutral,0,0,2
1811,Neutral,0,0,1
1812,Mixed,2,1,1
1813,Neutral,0,0,2
1814,Negative,0,1,2
1815,Negative,0,1,1
1816,Neutral,0,0,1
1817,Neutral,0,0,2
1818,Mixed,1,1,1
1819,Neutral,0,0,1
1820,Neutral,0,0,1
1821,Negative,0,1,1
1822,Positive,1,0,0
1823,Mixed,1,1,2
1824,Negative,0,1,4
1825,Positive,1,0,3
1826,Mixed,1,1,0
1827,Neutral,0,0,1
1828,Negative,0,1,0
1829,Neutral,0,0,1
1830,Mixed,4,1,1
1831,Neutral,0,0,2
1832,Neutral,0,0,2
1833,Positive,1,0,1
1834,Neutral,0,0,1
1835,Neutral,0,0,1
1836,Neutral,0,0,2
1837,Negative,0,1,0
1838,Neutral,0,0,1
1839,Positive,1,0,1
1840,Neutral,0,0,1
1841,Mixed,1,1,0
1842,Neutral,0,0,3
1843,Positive,2,0,2
1844,Mixed,1,1,1
1845,Negative,0,1,2
1846,Negative,0,2,0
1847,Neutral,0,0,1
1848,Neutral,0,0,1
1849,Neutral,0,0,1
1850,Neutral,0,0,1
1851,Positive,1,0,6
1852,Mixed,1,2,0
1853,Negative,0,1,2
1854,Mixed,1,3,1
1855,Positive,2,0,2
1856,Neutral,0,0,1
1857,Positive,1,0,1
1858,Neutral,0,0,1
1859,Neutral,0,0,2
1860,Neutral,0,0,1
1861,Neutral,0,0,1
1862,Neutral,0,0,1
1863,Neutral,0,0,1
1864,Neutral,0,0,1
1865,Neutral,0,0,1
1866,Neutral,0,0,1
1867,Positive,2,0,1
1868,Neutral,0,0,1
1869,Positive,3,0,0
1870,Neutral,0,0,1
1871,Negative,0,3,2
1872,Neutral,0,0,1
1873,Positive,1,0,0
1874,Neutral,0,0,2
1875,Negative,0,1,0
1876,Neutral,0,0,1
1877,Negative,0,1,0
1878,Neutral,0,0,1
1879,Negative,0,1,1
1880,Mixed,2,1,1
1881,Positive,2,0,0
1882,Neutral,0,0,1
1883,Neutral,0,0,3
1884,Neutral,0,0,1
1885,Positive,2,0,2
1886,Neutral,0,0,4
1887,Positive,1,0,0
1888,Negative,0,3,3
1889,Positive,2,0,5
1890,Neutral,0,0,1
1891,Positive,1,0,1
1892,Neutral,0,0,1
1893,Positive,2,0,1
1894,Negative,0,2,4
1895,Mixed,1,1,1
1896,Negative,0,2,1
1897,Positive,4,0,2
1898,Neutral,0,0,1
1899,Neutral,0,0,2
1900,Neutral,0,0,2
1901,Positive,1,0,3
1902,Mixed,1,1,2
1903,Positive,4,0,1
1904,Neutral,0,0,2
1905,Positive,1,0,2
1906,Mixed,1,1,2
1907,Negative,0,2,0
1908,Neutral,0,0,2
1909,Positive,1,0,1
1910,Neutral,0,0,5
1911,Positive,2,0,1
1912,Negative,0,1,6
1913,Neutral,0,0,1
1914,Neutral,0,0,1
1915,Neutral,0,0,6
1916,Neutral,0,0,1
1917,Neutral,0,0,5
1918,Positive,1,0,0
1919,Positive,2,0,2
1920,Negative,0,1,0
1921,Neutral,0,0,1
1922,Neutral,0,0,1
1923,Neutral,0,0,1
1924,Neutral,0,0,1
1925,Neutral,0,0,1
1926,Neutral,0,0,1
1927,Positive,1,0,3
1928,Negative,0,1,0
1929,Negative,0,1,4
1930,Negative,0,1,0
1931,Neutral,0,0,1
1932,Neutral,0,0,1
1933,Positive,1,0,0
1934,Neutral,0,0,3
1935,Neutral,0,0,1
1936,Neutral,0,0,1
1937,Neutral,0,0,2
1938,Negative,0,2,2
1939,Neutral,0,0,1
1940,Negative,0,2,0
1941,Neutral,0,0,1
1942,Positive,1,0,3
1943,Neutral,0,0,1
1944,Neutral,0,0,1
1945,Mixed,1,2,1
1946,Neutral,0,0,1
1947,Neutral,0,0,1
1948,Neutral,0,0,1
1949,Neutral,0,0,1
1950,Negative,0,1,0
1951,Positive,1,0,1
1952,Positive,2,0,1
1953,Neutral,0,0,3
1954,Neutral,0,0,1
1955,Mixed,1,1,1
1956,Neutral,0,0,1
1957,Mixed,1,1,0
1958,Neutral,0,0,2
1959,Positive,1,0,2
1960,Negative,0,1,0
1961,Neutral,0,0,1
1962,Neutral,0,0,1
1963,Negative,0,1,3
1964,Negative,0,2,2
1965,Neutral,0,0,1
1966,Neutral,0,0,1
1967,Negative,0,1,1
1968,Negative,0,1,4
1969,Negative,0,3,0
1970,Neutral,0,0,2
1971,Neutral,0,0,1
1972,Neutral,0,0,1
1973,Neutral,0,0,1
1974,Neutral,0,0,1
1975,Neutral,0,0,1
1976,Negative,0,1,0
1977,Neutral,0,0,1
1978,Neutral,0,0,1
1979,Neutral,0,0,1
1980,Positive,1,0,1
1981,Mixed,2,1,1
1982,Negative,0,2,0
1983,Neutral,0,0,1
1984,Neutral,0,0,1
1985,Neutral,0,0,1
1986,Neutral,0,0,1
1987,Neutral,0,0,1
1988,Neutral,0,0,1
1989,Neutral,0,0,1
1990,Neutral,0,0,1
1991,Neutral,0,0,1
1992,Negative,0,1,0
1993,Neutral,0,0,1
1994,Neutral,0,0,1
1995,Neutral,0,0,1
1996,Neutral,0,0,1
1997,Neutral,0,0,1
1998,Positive,1,0,0
1999,Neutral,0,0,1
2000,Positive,1,0,1
2001,Neutral,0,0,1
2002,Neutral,0,0,1
2003,Negative,0,1,1
2004,Neutral,0,0,1
2005,Positive,1,0,0
2006,Neutral,0,0,2
2007,Positive,1,0,1
2008,Neutral,0,0,1
2009,Neutral,0,0,1
2010,Neutral,0,0,1
2011,Neutral,0,0,1
2012,Neutral,0,0,1
2013,Neutral,0,0,1
2014,Neutral,0,0,1
2015,Positive,1,0,1
2016,Negative,0,1,0
2017,Negative,0,1,2
2018,Mixed,1,1,2
2019,Mixed,1,1,1
2020,Neutral,0,0,1
2021,Neutral,0,0,1
2022,Neutral,0,0,1
2023,Mixed,1,1,1
2024,Neutral,0,0,1
2025,Neutral,0,0,1
2026,Neutral,0,0,1
2027,Neutral,0,0,1
2028,Mixed,2,1,0
2029,Neutral,0,0,1
2030,Neutral,0,0,1
2031,Neutral,0,0,1
2032,Neutral,0,0,1
2033,Mixed,1,2,0
2034,Negative,0,1,2
2035,Neutral,0,0,1
2036,Negative,0,1,0
2037,Positive,2,0,1
2038,Neutral,0,0,1
2039,Neutral,0,0,1
2040,Neutral,0,0,1
2041,Neutral,0,0,1
2042,Neutral,0,0,1
2043,Neutral,0,0,1
2044,Neutral,0,0,1
2045,Neutral,0,0,1
2046,Neutral,0,0,1
2047,Neutral,0,0,1
2048,Neutral,0,0,1
2049,Neutral,0,0,1
2050,Negative,0,1,0
2051,Neutral,0,0,1
2052,Positive,2,0,2
2053,Negative,0,2,1
2054,Positive,1,0,0
2055,Negative,0,2,0
2056,Negative,0,1,1
2057,Neutral,0,0,1
2058,Neutral,0,0,3
2059,Neutral,0,0,1
2060,Positive,1,0,2
2061,Positive,1,0,1
2062,Positive,1,0,1
2063,Neutral,0,0,4
2064,Mixed,1,1,1
2065,Mixed,1,1,0
2066,Positive,1,0,0
2067,Negative,0,3,1
2068,Negative,0,3,0
2069,Neutral,0,0,1
2070,Neutral,0,0,2
2071,Neutral,0,0,2
2072,Positive,1,0,1
2073,Negative,0,1,1
2074,Neutral,0,0,1
2075,Negative,0,3,4
2076,Positive,1,0,0
2077,Negative,0,1,0
2078,Neutral,0,0,1
2079,Mixed,1,1,1
2080,Neutral,0,0,1
2081,Negative,0,1,3
2082,Neutral,0,0,1
2083,Neutral,0,0,1
2084,Neutral,0,0,1
2085,Neutral,0,0,1
2086,Neutral,0,0,1
2087,Neutral,0,0,1
2088,Neutral,0,0,1
2089,Neutral,0,0,1
2090,Neutral,0,0,1
2091,Positive,1,0,1
2092,Negative,0,1,2
2093,Mixed,1,1,0
2094,Neutral,0,0,1
2095,Neutral,0,0,1
2096,Neutral,0,0,1
2097,Negative,0,1,0
2098,Neutral,0,0,1
2099,Neutral,0,0,1
2100,Neutral,0,0,1
2101,Neutral,0,0,1
2102,Neutral,0,0,1
2103,Neutral,0,0,1
2104,Negative,0,1,0
2105,Neutral,0,0,1
2106,Neutral,0,0,1
2107,Neutral,0,0,1
2108,Negative,0,1,0
2109,Neutral,0,0,1
2110,Neutral,0,0,1
2111,Neutral,0,0,1
2112,Neutral,0,0,1
2113,Neutral,0,0,1
2114,Neutral,0,0,1
2115,Neutral,0,0,1
2116,Negative,0,1,0
2117,Negative,0,2,0
2118,Negative,0,1,0
2119,Positive,1,0,0
2120,Negative,0,2,0
2121,Neutral,0,0,1
2122,Negative,0,3,0
2123,Neutral,0,0,5
2124,Negative,0,1,0
2125,Neutral,0,0,1
2126,Neutral,0,0,1
2127,Neutral,0,0,1
2128,Neutral,0,0,1
2129,Neutral,0,0,1
