,Unnamed: 0,user_id,username,date,tweet,sentiment,negative_count,positive_count,neutral_count
8489,13,217716670,big_l_79,2022-02-04,Soon came Flooding back,Positive,0,1,0
8490,14,133421602,kilcockgaa,2022-02-04,"We would like to wish ' s O ' , Flood and and also the team the very best of luck in tomorrow ' s Cup Senior A School Final at 12pm in .",Positive,0,1,0
8491,15,3377000397,mickhumph,2022-02-04,"A long time ago old King built a town by the on the mud . Which was clay and is there today , when all does is just flood .",Neutral,0,0,2
8492,16,3377000397,mickhumph,2022-02-04,"A long time ago old King built a town by the on the mud . Which was clay and is there today , when all does is just flood .",Neutral,0,0,2
8493,17,3446146816,riverlevelsuk,2022-02-04,Flood Alert : estuary from and End to Little 16 : 42 4,Neutral,0,0,1
8494,18,20662106,johnphodge,2022-02-04,Come on Tory ! Turn the trickle to a flood ! Get the in ! BorisJohnsonOut10,Neutral,0,0,4
8495,19,1086978081015902209,stu_bro,2022-02-04,How cool is this ? now its own bookstore where you can see all their amazing work in one place Nice one - Expect the to flood in from this moment forward !!,Positive,0,2,0
8496,0,116534636,djsouthall,2021-02-27,"A very wet dog walk but we love a puddle . puddle flood york @ , York",Positive,0,1,1
8497,1,42637565,thedarkfenix,2021-02-27,Flooding twitter with in game,Neutral,0,0,1
8498,2,744566509142413313,traveljunkiegrl,2021-02-27,Seeing some absolutely amazing flooding my feed from today ' s gorgeous weather ! Am so I ' been unwell and unable to get out in it myself . But the had kept me smiling ! x,Mixed,1,2,1
8499,3,860428148,dbrady01,2021-02-27,flood I spoke that day to a exhibition gallery on some of the in the Decade of Conflict room . like a generation ago . But we will do the same again,Negative,1,0,2
8500,4,3446146816,riverlevelsuk,2021-02-27,Flood Alert : River from to Little 18 : 09 27,Neutral,0,0,1
8501,5,2942141031,davidbwilson58,2021-02-27,"I ' m 62 so did the same , maybe their every one will flood the if it ' s more that you can do it .",Neutral,0,0,1
8502,6,1833278893,mcleish_t,2021-02-27,Thanks . Honestly I ’ t expect the flood of gratitude from musical community that . I just said what saying . But the reaction is itself significant . 1 last was wonderful !,Positive,0,3,2
8503,7,545156332,scrappyn,2021-02-27,Magnificent minor flood hunting Miss ! Happy,Positive,0,2,0
8504,8,21993951,spaceshipmark,2021-02-27,The came flooding back ...,Negative,1,0,0
8505,9,2252339625,serenaur1,2021-02-27,"Yes , why not . - and cut the of . If you want water for go flood an village , not a Welsh one . ( No problem our as but NOT against your )",Neutral,0,0,4
8506,10,22975434,carlowweather,2021-02-27,Some this day last year when I was flying the drone above some awful flooding around the River .,Negative,1,0,0
8507,11,24274128,catpurr1106,2021-02-27,the building of in flood would be good !,Positive,0,1,0
8508,12,1606250954,michaelhwood,2021-02-27,The excellent are flooding in . : : thriller weekend,Positive,0,2,0
8509,13,88544560,domprosser_,2021-02-27,"This is how have my flood victim . After paying out to restore their home have now decided to cancel their home cover with no reason , other than they are now out of pocket . Disgusting customer service . flooding shock",Negative,4,0,0
8510,14,296174206,mrsk3r,2021-02-27,"Waterfront rise to the challenge of flood risk - & ; city around the world face the difficult choice of defend , adapt or abandon . & ; , plenty of from around the globe , have a read .",Negative,2,0,2
8511,15,409545731,nerysanthony,2021-02-27,I know ! I was in ( again ),Neutral,0,0,2
8512,16,19582316,rachelamyyyy,2021-02-27,The was a cruise ship that and partially sank in 2012 off the coast of and there are from that they were ' My Heart Will Go On ' in the lounge whilst the captain was trying to cover up the flooding boat as an electrical fault .,Negative,1,0,0
8513,17,19762359,ambienteer,2021-02-27,"Perry It ' s such a lovely show . Creatively inspiring , emotionally moving . Spoiler aware the A - Z piece . I was in . Thanks to you both Measles for a beautiful piece of television . x",Mixed,1,3,2
8514,18,1306542856480448513,ruthwil18505609,2021-02-27,. After the,Neutral,0,0,2
8515,0,858177372,petagna,2018-10-23,The midday run of the model below the surge of cold air spreading all the way south to by . This is likely to interact with a system to generate further flooding rain across of / the later this weekend,Neutral,0,0,2
8516,1,858177372,petagna,2018-10-23,"Recent imagery major hurricane bearing down on the west coast of this evening . wind , flooding rain and storm surge likely . However , the storm should quickly weaken as it inland",Negative,1,0,2
8517,2,85636450,disasteraware,2018-10-23,"FLOOD New Alert : - Strath , , Severity : WARNING",Neutral,0,0,1
8518,3,240746544,bolt_global_,2018-10-23,A flood victim ? Poor guy,Negative,2,0,0
8519,4,593489104,sallylongford,2018-10-23,"Long day , lots of Environmental stuff covered - regional flooding meeting in , then about green strategy to 2050 , all rather fascinating",Positive,0,1,0
8520,5,227957505,sireljay,2018-10-23,"Double standard and the misuse of religion made us accept this life like God is us . If God to push trust he would send us , flood and fire . We are suffering from the bare of men and in power",Mixed,2,1,0
8521,6,1655393910,kellyagolds,2018-10-23,to be speaking at today ’ s committee meeting . Talking about effective partnership with and how we work together serving our local to reduce flood risk,Positive,0,1,1
8522,7,2498871378,greenbeltsal,2018-10-23,?? Why be part of the covering over precious = more traffic congestion A63 to flooding !! When will we learn REALLY LEARN,Negative,1,0,2
8523,8,2380978934,linnymbeale,2018-10-23,Edible Hope you ’ re going to be flooding with workout ?!!!,Positive,0,1,0
8524,9,391998410,isobellwrightt,2018-10-23,the flood,Neutral,0,0,1
8525,10,2498871378,greenbeltsal,2018-10-23,Concrete to combat the effects concrete !! Overdevelopment less green breathing = runoff flooding,Negative,2,0,0
8526,11,3081700887,wldispatch,2018-10-23,"‘ Time is of the essence ’ for adequate flood ,",Neutral,0,0,1
8527,12,724392264,eddieritchie1,2018-10-23,es Flood penalty area ...... work in progress ?,Mixed,1,1,0
8528,13,1337717648,jemsoc,2018-10-23,the story of Flood in yesterday on our literary walk for history heritage culture in & ; RIP,Positive,0,1,1
8529,14,2814177983,starwarsisreal,2018-10-23,", flooding profession with book after book , talk after talk while the real are teaching and the are learning ?",Neutral,0,0,1
8530,15,1133976306,nnpmrt,2018-10-23,"Flood & ; First Responder re - validation for 9 , by Fire & ; Rescue Service , all part of a new partnership with",Positive,0,1,2
8531,16,211649691,puddinglouu,2018-10-23,post me in of ️,Neutral,0,0,1
8532,17,3072459699,douglas_dalziel,2018-10-23,"As over border policy , flood to via",Neutral,0,0,1
8533,0,415076604,sophlonsdale,2017-06-21,So we ' just had to stop the whole house nearly flooding . And by we I mean me and my mum while my piece of step dad watched .,Negative,1,0,1
8534,1,134092014,hangblaa,2017-06-20,' t god kill every innocent baby in the world with his flood ? ' t god kill every innocent first born baby in ?,Negative,2,0,0
8535,2,44916473,briancvc,2017-06-20,Flood Yes . I to know what * specifically * was the question since I ' t there . for to be doing something ...,Neutral,0,0,3
8536,3,2475151315,communicipalist,2017-06-20,They only do that to black & ; brown people in they flood government with non - violent protest - and it works,Negative,1,0,1
8537,4,44916473,briancvc,2017-06-20,Flood That much I ...,Neutral,0,0,1
8538,5,2180141962,adge1609,2017-06-20,What ' s going on ? It ' s week and it ' s not a flood ? It ' s very strange .,Negative,1,0,2
8539,6,151719488,ercrish,2017-06-20,"Flood , , Waste and Dengue kill people yet good Governance government and ?",Negative,1,0,0
8540,7,294724585,zacdenman,2017-06-20,I remember the year 2005 well at festival flood bar,Neutral,0,0,1
8541,8,1966665852,dailybrum,2017-06-20,"Flood warning as 30C heat set to trigger , thunder and lightning",Negative,1,0,0
8542,9,390000120,writteninrain,2017-06-20,"Sitting here in of ( yes , Kim is truly my spirit animal ). This is so , so happy making .",Positive,0,1,1
8543,10,114279744,mattpennypfc,2017-06-20,Oh god .. Here come the flood of,Neutral,0,0,2
8544,11,85636450,disasteraware,2017-06-20,"New Alert : Flood - , Severity : WATCH",Negative,1,0,0
8545,12,720864264,hannahattheloft,2017-06-20,Listening to the audio version of The Year of the Flood and the are The . . Thing . Ever .,Neutral,0,0,4
8546,13,388197125,beaconstreetara,2017-06-20,Thanks you . Wonder if could permanently re - house 100 + e . g . after a major flood or fire .,Mixed,1,1,2
8547,14,40254885,suebishton,2017-06-20,can you tell us what to the water in The Flood ???,Neutral,0,0,1
8548,15,2308528818,groundworkhull,2017-06-20,On the flood bus talking to local to recruit community,Neutral,0,0,1
8549,16,56212562,bordersweather,2017-06-20,": Alert in effect , Flooding is possible .",Neutral,0,0,1
8550,17,220496014,supergran22,2017-06-20,Will there b any who haven ' t of & ; the cruel condition that is when I ' finished flooding social media ?,Negative,1,0,1
8551,18,302462141,wtbattlefields,2017-06-20,My review of The Confederacy at at Flood Tide by - v . readable account of 2nd half 1862,Neutral,0,0,2
8552,19,1083429619,ellahiecooking,2017-06-20,"33 2 54 cassie , shine Fill our country with the Father ' s glory Holy Spirit Set our hearts on fire Flood the with grace & ; mercy Your light",Positive,0,1,1
8553,20,516575853,gowiththef1ow,2017-06-20,See new project i am leading flood forecasting in + business we are working with their microwave flow,Neutral,0,0,1
8554,21,169213044,vickytreherne,2017-06-20,"Nice review of a very special night . And look - that song is "" Flood """,Positive,0,1,1
8555,22,23477019,holmz1980,2017-06-20,.. but it was relentless ! We were on a hill - so we ' t flood,Negative,1,0,2
8556,23,20548414,gazza_mum,2017-06-20,"Someone tell him it ' s an "" Aid package "" for emergency ...... no a ! also about 10 times more than the latest flood",Negative,1,0,2
8557,0,2153284135,eamonnwsayers,2021-12-27,sea - level rise & ; land below annual flood level in Kerry in 2050 . Hat tip Kerry,Neutral,0,0,3
8558,1,45432709,meinirann,2021-12-27,"Oh good grief , I ’ m already in !",Negative,1,0,0
8559,2,858690275522338816,davidgilroybvt,2021-12-27,uncommon in . The river Suck is 133km in length and is home to river,Neutral,0,0,2
8560,3,91128138,bualadhbus,2021-12-27,This is a post from which it ’ s NOT on the desk . You are both from the same county What is the truth about the flood relief plan for ?,Neutral,0,0,2
8561,4,3446146816,riverlevelsuk,2021-12-27,Flood Alert : Low lying between and in 20 : 54 27,Neutral,0,0,1
8562,5,3446146816,riverlevelsuk,2021-12-27,"Flood Alert : Upper River Great in , and 20 : 54 27",Positive,0,1,0
8563,6,3446146816,riverlevelsuk,2021-12-27,Flood Alert : River in 20 : 54 27,Neutral,0,0,1
8564,7,3446146816,riverlevelsuk,2021-12-27,"Flood Alert : Middle River Great in , Borough and Central 20 : 54 27",Neutral,0,0,1
8565,8,3446146816,riverlevelsuk,2021-12-27,Flood Alert : Lower River Cam in 20 : 53 27,Neutral,0,0,1
8566,9,3446146816,riverlevelsuk,2021-12-27,"Flood Alert : River in Central , and 20 : 54 27",Neutral,0,0,1
8567,10,3446146816,riverlevelsuk,2021-12-27,Flood Alert : East and West 20 : 34 27,Neutral,0,0,1
8568,11,113144389,lealea2009,2021-12-27,"Love the amount of , even though itv3 cut them to . "" Bloody "" is hardly going to get flooding in",Mixed,1,1,0
8569,12,3446146816,riverlevelsuk,2021-12-27,Flood Alert : Middle 20 : 26 27,Neutral,0,0,1
8570,13,3446146816,riverlevelsuk,2021-12-27,Flood Alert : in South 20 : 22 27,Neutral,0,0,1
8571,14,3446146816,riverlevelsuk,2021-12-27,Flood Alert : River and Brook 20 : 29 27,Neutral,0,0,1
8572,15,3446146816,riverlevelsuk,2021-12-27,Flood Alert : Gault Causeway in 20 : 15 27,Neutral,0,0,1
8573,16,3446146816,riverlevelsuk,2021-12-27,Flood Alert : Hundred Foot in and 20 : 15 27,Neutral,0,0,1
8574,17,295226661,jimmydoris1986,2021-12-27,You ' seen the saying no comment . Imagine being able to delay by you ' re a different sex . The absolute carnage you could cause by refusing to until they acknowledge this belief . Trust me . This will open the flood .,Negative,1,0,4
8575,18,3198998975,rorycassidy01,2021-12-27,"Well done to Sue ’ s Coffee , and , for this in aid of the flood relief in Taking place this , New Year ’ s Eve ! Weekly",Positive,0,1,1
8576,19,3446146816,riverlevelsuk,2021-12-27,Flood Alert : River from in Marsh to and also the River at and 19 : 38 27,Neutral,0,0,1
8577,20,3446146816,riverlevelsuk,2021-12-27,Flood Alert : and from down to near 19 : 38 27,Neutral,0,0,1
8578,21,3446146816,riverlevelsuk,2021-12-27,Flood Alert : Western Rother 19 : 31 27,Neutral,0,0,1
8579,22,3446146816,riverlevelsuk,2021-12-27,Flood Alert : 18 : 32 27,Neutral,0,0,1
8580,23,3446146816,riverlevelsuk,2021-12-27,Flood Alert : Upper River Wey 18 : 32 27,Neutral,0,0,1
8581,24,3446146816,riverlevelsuk,2021-12-27,Flood Alert : River from Lower down to and 18 : 03 27,Neutral,0,0,1
8582,25,3446146816,riverlevelsuk,2021-12-27,Flood Alert : River Ray and its from Lee to and 18 : 01 27,Neutral,0,0,1
8583,26,3446146816,riverlevelsuk,2021-12-27,Flood Alert : River and Brook 18 : 01 27,Neutral,0,0,1
8584,27,3446146816,riverlevelsuk,2021-12-27,Flood Alert : River in 17 : 48 27,Neutral,0,0,1
8585,28,19914889,r_o_m,2021-12-27,"I won ’ t say his name cos I could do without a night of that insane cult flooding my , but imagine a manager openly the like this . Unbelievable . Can ’ t believe we it .",Mixed,1,1,1
8586,29,34908970,frolickingfood,2021-12-27,"Why am I doing this to myself ? In 90 I will be a complete wreck , in of .",Negative,1,0,1
8587,30,1180555549672460289,annakernahan,2021-12-27,"Flooding in South over 800 , 000 people while 200 , 000 had to move to escape Cyclone which hit , Sri and the in May . According to , 2021 is likely to be the 4th time in 5 that natural have cost over $ 100bn .",Negative,1,0,1
8588,31,3446146816,riverlevelsuk,2021-12-27,Flood Alert : Upper River Swift and Clay Brook 16 : 57 27,Neutral,0,0,1
8589,32,3446146816,riverlevelsuk,2021-12-27,Flood Alert : River in 16 : 57 27,Neutral,0,0,1
8590,33,3446146816,riverlevelsuk,2021-12-27,Flood Alert : Lower River Soar in 16 : 22 27,Neutral,0,0,1
8591,34,3446146816,riverlevelsuk,2021-12-27,Flood Alert : River in 16 : 17 27,Neutral,0,0,1
8592,35,21512337,thorneh,2021-12-27,"Wow ! That ' s brave , but yes on winter boots I am by wildlife . But yeah I guess I never have to stop or get off . I did have a few "" over the bottom bracket "" to pedal through !",Positive,0,2,2
8593,36,21512337,thorneh,2021-12-27,1 Got it in one ! The from to was just two flooded which kept the bike saturated . After descending to the railway bridge I hit a flood really hard not long before this was taken . cannot describe how wet and tired I was !,Negative,2,0,2
8594,37,21512337,thorneh,2021-12-27,"Still no flying today , sorry . I did endure a tough ride through deep and almost endless mud / wet chalk to get to Hill today , really testing the winter to their limit . Post - , this little ride felt really hard for a large chap like me !",Negative,3,0,0
8595,38,144193500,kimberleybarber,2021-12-27,The news left many people heartbroken : flood in for 11 - year - old boy in Boxing Day crash on M3,Negative,1,0,0
8596,39,849305114015825922,she_has_left,2021-12-27,Why not bill the - ? After all the flooding are an ACT - OF - GOD and they claim to be his / hers / its local & ;,Neutral,0,0,2
8597,0,3446146816,riverlevelsuk,2019-06-20,Flood Warning : River in All 23 : 08 19 June,Neutral,0,0,1
8598,1,3446146816,riverlevelsuk,2019-06-20,Flood Warning : Great and 23 : 08 19 June,Negative,1,0,0
8599,2,3446146816,riverlevelsuk,2019-06-20,Flood Alert : Minor in North 23 : 08 19 June,Neutral,0,0,1
8600,3,3446146816,riverlevelsuk,2019-06-20,Flood Alert : River 23 : 17 19 June,Neutral,0,0,1
8601,4,15223684,annaonthemoon,2019-06-19,"mama3 Same . I ' donate for "" we lost all our in a flood "" or "" my insurance won ' t pay for this life saving thing "", . But "" send me to a convention ?"" No . We ALL have we ' d like to go but can ' t afford .",Negative,1,0,4
8602,5,985563229,beardosaurus81,2019-06-19,"Actually might be good thinking , like a good . Flood your with pollen might help numb it .",Positive,0,2,0
8603,6,130853060,jonnbradley,2019-06-19,"Oh dear , just been watching the final of and on catch - up and I ' m in of now",Positive,0,1,0
8604,7,416336662,wee_kezza,2019-06-19,I ’ the flood line number,Neutral,0,0,1
8605,8,26978323,jo_ftc,2019-06-19,Just gave the I picked up at the stand at FloodandCoast19 to a fellow train passenger who is up to flood but what else he could do to prepare his household and protect his property . One very happy passenger ! Should have picked up more .,Positive,0,2,1
8606,9,367060829,baxbyhideaway,2019-06-19,"Not sure why but there are quite a few for this weekend ? The weather really nice ?! We ’ had no flooding here at all , the site is totally fine !! ‍️ @ The Hideaway at Manor",Positive,0,2,2
8607,10,1285818247,nfueastmidlands,2019-06-19,. at on and working together to stop similar devastating flooding,Negative,1,0,1
8608,11,707619550691467264,molineuxwwfc,2019-06-19,"Obviously not sure on the order that they teach it but in year 10 will be natural : , , , . Included in this would be structure of the earth and the theory behind the . Then do case for each disaster .",Negative,1,0,2
8609,12,894652399335481345,dcfieldteamsea,2019-06-19,We have been welcoming our new Deputy Director Dobby to visiting North . sea and on inland flood .,Neutral,0,0,2
8610,13,951359905776193536,coolstuffx4all,2019-06-19,"Brighten up your front door , garden , driveway , and all outdoor , with our super - BRIGHT 24 LED solar security flood . CLICK ON LINK IN …",Neutral,0,0,2
8611,14,1117834047873605633,gbc_streetscene,2019-06-19,A great opportunity to join a great team some fantastic the flood defence .,Positive,0,1,0
8612,15,28990108,sodonnellnews,2019-06-19,Calling all environment and technology and you have got to check out these new to help prevent,Neutral,0,0,1
8613,16,1056220655371345921,its_greenemma,2019-06-19,Your never to old to play in a sand box I had way too much fun testing out various flood . floodandcoast19 FloodandCoast2019,Positive,0,1,1
8614,17,1194159192,angie_f_tillett,2019-06-19,a big part in the Flood and Coast Conference,Neutral,0,0,1
8615,18,1586744581,paddydavidson1,2019-06-19,up . Flooding At Park,Positive,0,1,1
8616,19,1586744581,paddydavidson1,2019-06-19,"flooding at Park , just a up .",Neutral,0,0,1
8617,20,3446146816,riverlevelsuk,2019-06-19,Flood Alert : Tern and Perry 15 : 50 19 June,Neutral,0,0,1
8618,21,95443302,jkavanagh99,2019-06-19,"really caught the public imagination . Great talk on Beaver Project . an ecosystem keystone mammal had all of effects on flood defense , wildlife , fish , river health .",Positive,0,2,1
8619,22,1341958332,matthellen,2019-06-19,"of the 17th at with water hazard from the recent , new stroke index 1 ?",Negative,1,0,0
8620,23,3446146816,riverlevelsuk,2019-06-19,Flood Warning : River in All 15 : 29 19 June,Neutral,0,0,1
8621,24,3446146816,riverlevelsuk,2019-06-19,Flood Warning : Great and 15 : 30 19 June,Negative,1,0,0
8622,25,3446146816,riverlevelsuk,2019-06-19,Flood Alert : Minor in North 15 : 30 19 June,Neutral,0,0,1
8623,26,3446146816,riverlevelsuk,2019-06-19,Flood Alert : River 15 : 30 19 June,Neutral,0,0,1
8624,27,981489356375543809,steokelly89,2019-06-19,Your missing flood & ; cha,Negative,1,0,1
8625,28,3446146816,riverlevelsuk,2019-06-19,Flood Alert : River in 15 : 12 19 June,Neutral,0,0,1
8626,29,3446146816,riverlevelsuk,2019-06-19,Flood Alert : Urban 15 : 10 19 June,Neutral,0,0,1
8627,30,581948333,a_langannewton,2019-06-19,a ) 1600 + vacant and a falling market ( by aging population flooding the market ) b ) carbon in vacant with new in atmosphere with the new sequestration on green .,Negative,1,0,0
8628,31,83615374,floodskinner,2019-06-19,Come talk ( and play ) flood with us at stand A16 . We ' even got some live development happening ! FloodandCoast19,Neutral,0,0,3
8629,32,971847157824282624,balmforthandy,2019-06-19,I ’ only just got over it and you ’ brought the flooding back,Neutral,0,0,1
8630,33,22138209,eastdevon,2019-06-19,Join 28th June at to learn more about to Terrace Junction as part of project to reduce coastal flood risk @ Town Hall,Neutral,0,0,1
8631,34,14585543,finners_99,2019-06-19,"Too low lying w / global warming would require significant flood defence investment , perhaps ?",Negative,1,0,0
8632,35,1451986106,davidkelly_11,2019-06-19,in the sun and strange to be a discussion on Property Flood Resilience with Government ️ even in June we see the damage and disruption,Negative,1,0,0
8633,36,83615374,floodskinner,2019-06-19,"156 , 000 around the were from flooding by flood during the 2013 storm surge .",Neutral,0,0,1
8634,37,83615374,floodskinner,2019-06-19,", Flood Risk Manager for the on the Flood Strategy Comprehensive review .",Negative,1,0,0
8635,38,279094368,wrightgal80,2019-06-19,Agree . That food bank scene in had me in,Neutral,0,0,2
8636,39,219298540,mongeomatics,2019-06-19,"More of a grand location this week as we undertake a large topographical for a flood risk assessment in the grounds of House , . . . Topo …",Negative,1,0,1
8637,40,581948333,a_langannewton,2019-06-19,"Glut of 43k for 83k pop . ( and falling 100pa ). Zoning of green field no cogent policy justification with adverse impact of town investment and flooding new on former green . Had you not this through , ?",Negative,1,0,3
8638,41,627015489,guyatt671,2019-06-19,k unleash more heavy rain leaving flooding in their wake,Negative,1,0,0
8639,42,2223779250,fjtweedie,2019-06-19,Really interesting practical and theological work on helping in traumatic - external ( fire / flood / terrorism ) and internal ( fraud / abuse ) - from Prof of . FaithResearch2019,Positive,0,1,1
8640,43,83615374,floodskinner,2019-06-19,"Come see us and learn about the new Flood Resilience Innovation ( ), and the we have available now .",Neutral,0,0,1
8641,44,3446146816,riverlevelsuk,2019-06-19,Flood Warning : River at 08 : 47 19 June,Neutral,0,0,1
8642,45,3446146816,riverlevelsuk,2019-06-19,Flood Warning : River at 08 : 47 19 June,Neutral,0,0,1
8643,46,3446146816,riverlevelsuk,2019-06-19,Flood Alert : Confluence 08 : 47 19 June,Neutral,0,0,1
8644,47,3446146816,riverlevelsuk,2019-06-19,Flood Alert : Tern and Perry 08 : 47 19 June,Neutral,0,0,1
8645,48,83615374,floodskinner,2019-06-19,Find out about Ark - the National Flood Resilience . A facility to train flood and help prepare and community .,Positive,0,1,1
8646,49,83615374,floodskinner,2019-06-19,We ' re back at Stand A16 . Now with added table and ! Come talk to us about the great flood research and engagement from the Energy and Environment Institute .,Positive,0,1,2
8647,50,4548882017,rockfitplymouth,2019-06-19,2019 ! Our instructor team a blast and you were incredible ! for classes are flooding in ! Contact us at . . for on instructor training ! DL2019,Positive,0,2,5
8648,51,884023948735901697,catrionaswanson,2019-06-19,And please can you investigate this flooding on Road near the end of Road ? get soaked by passing every time it . It ’ s close to a bus stop so it a busy footway . It ’ s been like this for,Neutral,0,0,4
8649,52,3446146816,riverlevelsuk,2019-06-19,Flood Alert : River in 06 : 54 19 June,Neutral,0,0,1
8650,53,3446146816,riverlevelsuk,2019-06-19,Flood Alert : River and Day Brook in 06 : 58 19 June,Neutral,0,0,1
8651,54,3446146816,riverlevelsuk,2019-06-19,Flood Alert : River Maun in 06 : 56 19 June,Neutral,0,0,1
8652,55,3446146816,riverlevelsuk,2019-06-19,Flood Alert : River from Weir to 06 : 58 19 June,Neutral,0,0,1
8653,56,3446146816,riverlevelsuk,2019-06-19,Flood Alert : Urban 06 : 51 19 June,Neutral,0,0,1
8654,57,3446146816,riverlevelsuk,2019-06-19,Flood Alert : River in 06 : 31 19 June,Neutral,0,0,1
8655,58,3446146816,riverlevelsuk,2019-06-19,Flood Alert : Minor in North 04 : 40 19 June,Neutral,0,0,1
8656,59,3446146816,riverlevelsuk,2019-06-19,Flood Alert : River 04 : 35 19 June,Neutral,0,0,1
8657,0,953369015581315072,michaelmahony01,2020-06-20,flood Correct 1932 outgoing burned to Civil War file on death of Collins,Negative,1,0,0
8658,1,715988608453357568,thefodfairy,2020-06-20,I don ’ t think a lot of people who are right now what a the days were - just had Sure by The Medic come on shuffle and it brought it all flooding back .,Neutral,0,0,1
8659,2,43945781,haggisilove,2020-06-20,So good The watching this are flooding back My son and I have done every single with joe since the beginning of week 2 It is definitely going to be a life long memory of our,Positive,0,1,0
8660,3,86962890,clongent,2020-06-20,After €€€ on & ; flood why are the people & ; of being to for a public toilet ?,Neutral,0,0,3
8661,4,4887853869,zoeobeimhen,2020-06-20,"These r exacting the climate change that will be , river engineer , flood tradesman , fish . Are there any at level to start training for green / climate change work ?",Neutral,0,0,2
8662,5,198966705,scruffyduke,2020-06-20,Saw play Every Valley at Union . I ’ never been to a gig where everyone around me was in of . They Gave Me a Lamp is so emotional and still really . And then they brought the male voice choir on at the end,Positive,0,1,3
8663,6,939362137,djdolydd,2020-06-20,"Oh , don ' t flood the joint",Neutral,0,0,1
8664,7,234730039,hmillsjourno,2020-06-20,"Kitchen tap kind of broke .... but was working . So rang my dad to ask is this going to suddenly break more if I use it and flood . Show my dad on video , he “ you can easily fix it with pliers .” me through what to do . Well , now I have a completely broken tap .",Mixed,2,2,2
8665,8,1112467617497972738,dom_flood,2020-06-20,’ t we all,Neutral,0,0,1
8666,9,1266726146198179841,davidnicholl19,2020-06-20,Of course . There may be a flood of for citizenship soon .,Neutral,0,0,2
8667,10,181210411,kimmykims33,2020-06-20,"This is so very true . Its like a form of . back , you had locked away but are now flooding your brain every so often in the days leading up to the scan . I wouldnt wish these on anyone cancer",Negative,1,0,3
8668,11,1112467617497972738,dom_flood,2020-06-20,Shut up ?,Neutral,0,0,1
8669,12,709816309891145728,sameoldsmiths,2020-06-20,This week we saw official re open it ’ s again . The devastating in the village of for the 3rd time in 4 & ; to reopen their safely for its next week . . .,Mixed,1,1,1
8670,13,748206989352775680,coconuttreeuk,2020-06-20,There are going to be some well fed out there tomorrow ! Father ’ s Day are flooding in so we ’ re going to open from midday to 9pm tomorrow to make sure we all the ! Don ’ t forget to add a …,Neutral,0,0,3
8671,14,303230515,sarahgatiex,2020-06-20,Haven ’ t football flooding my,Neutral,0,0,1
8672,15,276056643,arsenalpeteglw,2020-06-20,"For those who ’ been speaking about our sacred Cenotaph being ! We ’ nearly 4m Military in , so would be wonderful to flood social media and remind everyone 11th 2020 will be 100th anniversary of the Unveiling of the Cenotaph , 11th 1920 .🇬🇧🇬🇧🇬🇧 Be",Positive,0,2,1
8673,16,728160918,dan4burnell,2020-06-20,. another food parcel for those because of COVID . Also me to check up on upcoming in and discuss flooding,Negative,1,0,2
8674,17,985081578165538816,bhzretford,2020-06-20,Thank you all for your patience yesterday after our flooding incident ! Back to normal today ; open from 12noon - 2pm for Take Away,Positive,0,2,1
8675,18,900345168024543233,dollymiddlemiss,2020-06-20,"I have over the past few days . I hate rain . The constantly grey skies , the anxiety of being trapped inside , and the fear of flooding bubble in me . I ' m grateful for my Dad . He it life giving rain . We need it to survive . Sometimes , we get what we need , not we want",Mixed,2,1,4
8676,19,702366071,harpersj1980,2020-06-20,"trader Horrible mate ..... had similar few ago , garden flooding as soakaway was blocked and nearly in house .. glad you sorted it",Mixed,2,1,0
8677,20,186365425,mamboward,2020-06-20,""" "" flood alert for today ...",Neutral,0,0,1
8678,21,234154110,mybelle79,2020-06-20,I can never watch this enough ! The last episode me in every time .,Negative,1,0,1
8679,22,462948974,yummytim,2020-06-20,BREAKING NEWS : Q : Do people want to go to the pub from 4th ? A : still flooding in,Neutral,0,0,2
8680,23,282704112,supergios,2020-06-20,Community !! in flood recovery work here in . It ’ s a special community . Hope you have one too !,Positive,0,1,3
8681,24,296174206,mrsk3r,2020-06-20,"What a milestone , that ’ s the last bit of Bridge gone !! Onwards and upwards to reducing flood risk in",Mixed,1,1,0
8682,25,203636804,mato66,2020-06-20,"It ' s very sad , no respect for the uniform , the police lack the to flood the streets ? austerity , this one of main cope ?",Negative,1,0,1
8683,0,635358466,simoans,2017-11-24,Ho ho - last time flooding he Generally against to prevent climate change,Negative,1,0,0
8684,1,22312603,chrisnoden,2017-11-24,"Flood alert service was useless on night . “ No risk ” for my street , meanwhile my wife and were watching a river run down our street",Mixed,1,1,0
8685,2,262799549,drmickmolloy,2017-11-24,in the of . Dont stop till you get enough . Keep on,Positive,0,1,2
8686,3,262799549,drmickmolloy,2017-11-24,tony collins industry achievement award growing old in the travel family business,Neutral,0,0,1
8687,4,262799549,drmickmolloy,2017-11-24,as cat would say father and son and his dad,Neutral,0,0,1
8688,5,262799549,drmickmolloy,2017-11-24,its a of first then at trade travel,Neutral,0,0,1
8689,6,282704112,supergios,2017-11-24,Still don ’ t understand why still ’ t have the flood siren back ?! Any why not ? could provide vital warning to,Negative,1,0,2
8690,7,437036476,wise1310,2017-11-24,How do I claim for a refund for a train ? Train was due to in the North West on and no replacement were provided .,Negative,1,0,1
8691,8,1931252316,flood_ronan,2017-11-24,Our so political class need to cop on,Positive,0,1,0
8692,9,1216809194,eiona_cymru,2017-11-24,Stormy Skies lake flooding …,Negative,1,0,0
